customer_id,customer_type,segment,acquisition_channel,customer_since,location_category,age_band,business_size
C00417,Individual,Standard,Walk-in,2024-02-17,Urban,46-55,
C00418,Individual,Budget,Walk-in,2022-05-07,Other,46-55,
C00419,SME,Budget,Online,2024-03-06,Urban,,Enterprise (200+)
C00420,Individual,Budget,Walk-in,2023-07-01,Urban,36-45,
C00421,SME,Budget,Referral,2022-04-25,Urban,,Large (51-200)
C00422,Corporate,Standard,Referral,2024-06-26,Suburban,,Medium (11-50)
C00423,Individual,Standard,Referral,2024-10-20,Other,65+,
C00424,Individual,Premium,Referral,2022-09-01,Suburban,46-55,
C00425,Individual,Budget,Sales Team,2024-08-30,Suburban,18-25,
C00426,SME,Standard,Online,2022-09-08,Other,,Medium (11-50)
C00427,Individual,Standard,Online,2022-07-12,Suburban,36-45,
C00428,Individual,Standard,Online,2022-07-26,Urban,65+,
C00429,Individual,Standard,Online,2024-04-18,Suburban,26-35,
C00430,SME,Standard,Online,2024-12-26,Urban,,Small (1-10)
C00431,Individual,Standard,Referral,2024-04-15,Urban,56-65,
C00432,Individual,Premium,Walk-in,2025-02-07,Urban,26-35,
C00433,Individual,Budget,Referral,2024-04-08,Urban,56-65,
C00434,Corporate,Standard,Walk-in,2025-01-21,Other,,Small (1-10)
C00435,Individual,Standard,Online,2025-09-29,Other,26-35,
C00436,Individual,Standard,Walk-in,2023-07-02,Urban,26-35,
C00437,SME,Budget,Walk-in,2022-07-29,Suburban,,Medium (11-50)
C00438,Corporate,Standard,Referral,2022-07-09,Urban,,Large (51-200)
C00439,Individual,Budget,Referral,2024-04-16,Urban,36-45,
C00440,Individual,New,Sales Team,2024-02-05,Urban,46-55,
C00441,SME,Budget,Online,2022-09-15,Urban,,Medium (11-50)
C00442,SME,Standard,Walk-in,2025-05-19,Urban,,Small (1-10)
C00443,Individual,Budget,Referral,2025-09-01,Urban,65+,
C00444,Individual,Standard,Online,2022-12-21,Urban,26-35,
C00445,SME,Standard,Online,2022-10-17,Urban,,Large (51-200)
C00446,SME,Standard,Sales Team,2022-10-27,Other,,Enterprise (200+)
C00447,SME,Standard,Online,2023-06-27,Urban,,Enterprise (200+)
C00448,Individual,Premium,Walk-in,2025-04-09,Urban,36-45,
C00449,Individual,Standard,Walk-in,2024-04-14,Urban,18-25,
C00450,Corporate,Premium,Referral,2022-04-05,Urban,,Large (51-200)
C00451,SME,Standard,Online,2023-10-25,Urban,,Medium (11-50)
C00452,SME,Standard,Online,2022-05-07,Urban,,Enterprise (200+)
C00453,Individual,New,Online,2023-07-23,Suburban,36-45,
C00454,Individual,Premium,Walk-in,2023-07-19,Suburban,36-45,
C00455,SME,Budget,Online,2024-06-26,Suburban,,Enterprise (200+)
C00456,Individual,Standard,Online,2024-02-09,Suburban,18-25,
C00457,Corporate,Premium,Walk-in,2025-05-09,Urban,,Medium (11-50)
C00458,Individual,Standard,Online,2022-01-23,Urban,18-25,
C00459,SME,Premium,Online,2024-12-19,Urban,,Medium (11-50)
C00460,SME,Standard,Online,2022-02-01,Urban,,Enterprise (200+)
C00461,Individual,Standard,Online,2023-03-03,Urban,65+,
C00462,Individual,Standard,Walk-in,2025-05-16,Urban,18-25,
C00463,Individual,Standard,Online,2024-08-24,Suburban,46-55,
C00464,Individual,Premium,Online,2022-08-29,Urban,36-45,
C00465,Individual,Standard,Referral,2023-11-19,Urban,18-25,
C00466,Individual,Premium,Online,2024-10-07,Suburban,26-35,
C00467,Corporate,Standard,Walk-in,2025-08-05,Urban,,Enterprise (200+)
C00468,Individual,Standard,Online,2024-06-07,Suburban,18-25,
C00469,Individual,Standard,Sales Team,2022-02-04,Other,18-25,
C00470,Individual,Standard,Walk-in,2023-12-01,Other,56-65,
C00471,Individual,Premium,Referral,2022-08-03,Urban,56-65,
C00472,Individual,New,Walk-in,2022-03-08,Urban,26-35,
C00473,Individual,Premium,Online,2024-04-17,Suburban,56-65,
C00474,Individual,Premium,Sales Team,2024-12-23,Suburban,46-55,
C00475,Individual,Premium,Online,2022-02-20,Suburban,26-35,
C00476,Corporate,New,Online,2025-01-02,Urban,,Small (1-10)
C00477,Individual,Budget,Online,2024-09-15,Urban,56-65,
C00478,Individual,Budget,Online,2024-11-18,Urban,26-35,
C00479,SME,New,Walk-in,2022-12-09,Urban,,Small (1-10)
C00480,SME,Premium,Online,2023-07-06,Urban,,Large (51-200)
C00481,Individual,New,Online,2022-06-17,Other,46-55,
C00482,Individual,Standard,Online,2022-12-01,Urban,46-55,
C00483,Individual,Budget,Sales Team,2023-02-28,Suburban,65+,
C00484,Individual,Standard,Walk-in,2023-03-24,Other,65+,
C00485,Individual,Standard,Online,2022-09-03,Urban,18-25,
C00486,Individual,New,Online,2022-09-22,Urban,36-45,
C00487,Individual,Premium,Referral,2025-06-16,Suburban,26-35,
C00488,Individual,New,Sales Team,2025-01-02,Urban,56-65,
C00489,Corporate,Standard,Walk-in,2023-04-28,Urban,,Medium (11-50)
C00490,Individual,Budget,Online,2025-08-19,Suburban,56-65,
C00491,Individual,New,Sales Team,2022-12-01,Suburban,65+,
C00492,Individual,Premium,Referral,2023-07-24,Suburban,18-25,
C00493,Individual,New,Walk-in,2025-02-12,Other,65+,
C00494,Individual,Standard,Online,2023-09-13,Urban,56-65,
C00495,SME,Budget,Referral,2022-11-25,Suburban,,Enterprise (200+)
C00496,SME,Premium,Online,2023-05-31,Suburban,,Medium (11-50)
C00497,Corporate,Standard,Online,2023-12-03,Suburban,,Medium (11-50)
C00498,Corporate,Budget,Sales Team,2024-05-18,Suburban,,Large (51-200)
C00499,Corporate,Standard,Online,2023-07-22,Suburban,,Enterprise (200+)
C00500,Corporate,Standard,Walk-in,2023-08-27,Suburban,,Enterprise (200+)
C00501,Individual,Standard,Walk-in,2023-01-05,Urban,56-65,
C00502,Individual,New,Walk-in,2024-01-20,Suburban,65+,
C00503,Individual,Premium,Sales Team,2022-11-04,Urban,26-35,
C00504,Individual,Budget,Online,2025-04-29,Suburban,65+,
C00505,Individual,New,Online,2024-11-12,Suburban,36-45,
C00506,SME,Premium,Referral,2023-07-29,Suburban,,Large (51-200)
C00507,Individual,Standard,Online,2024-11-12,Urban,26-35,
C00508,Individual,Budget,Sales Team,2022-01-10,Urban,18-25,
C00509,Individual,Premium,Online,2023-04-28,Urban,56-65,
C00510,Individual,Standard,Online,2023-09-09,Urban,46-55,
C00511,Individual,Budget,Online,2023-10-20,Urban,26-35,
C00512,SME,Standard,Online,2024-11-14,Other,,Large (51-200)
C00513,Individual,Standard,Walk-in,2025-09-09,Urban,56-65,
C00514,SME,Budget,Online,2023-06-16,Other,,Large (51-200)
C00515,Individual,Standard,Walk-in,2023-05-06,Urban,65+,
C00516,Individual,Standard,Walk-in,2024-05-04,Suburban,65+,
C00517,Individual,Standard,Walk-in,2023-01-29,Suburban,18-25,
C00518,SME,New,Online,2022-07-17,Suburban,,Large (51-200)
C00519,SME,Budget,Walk-in,2025-09-08,Suburban,,Large (51-200)
C00520,Individual,Standard,Referral,2025-02-07,Suburban,36-45,
C00521,Corporate,Standard,Online,2025-09-03,Other,,Enterprise (200+)
C00522,Individual,Premium,Walk-in,2022-11-01,Suburban,65+,
C00523,SME,Standard,Walk-in,2022-01-25,Urban,,Large (51-200)
C00524,Individual,Premium,Referral,2023-09-05,Urban,26-35,
C00525,Individual,New,Sales Team,2025-07-31,Suburban,46-55,
C00526,SME,Standard,Referral,2022-07-13,Urban,,Small (1-10)
C00527,Individual,Budget,Online,2022-06-14,Urban,26-35,
C00528,Individual,Standard,Sales Team,2022-04-07,Suburban,26-35,
C00529,Individual,Standard,Online,2024-12-07,Urban,65+,
C00530,Individual,Standard,Walk-in,2025-01-05,Suburban,36-45,
C00531,SME,Standard,Online,2024-08-31,Suburban,,Enterprise (200+)
C00532,SME,Budget,Walk-in,2022-03-16,Suburban,,Enterprise (200+)
C00533,SME,New,Walk-in,2024-10-09,Suburban,,Medium (11-50)
C00534,Individual,New,Walk-in,2023-09-21,Suburban,36-45,
C00535,Individual,Standard,Online,2022-08-10,Suburban,26-35,
C00536,Individual,Budget,Walk-in,2023-02-18,Other,18-25,
C00537,Individual,Premium,Online,2023-12-03,Urban,36-45,
C00538,Individual,New,Sales Team,2023-04-07,Suburban,26-35,
C00539,Corporate,Standard,Online,2025-09-19,Suburban,,Large (51-200)
C00540,SME,Standard,Online,2023-10-27,Urban,,Large (51-200)
C00541,SME,Standard,Sales Team,2023-06-06,Urban,,Small (1-10)
C00542,Individual,Premium,Online,2024-07-31,Suburban,56-65,
C00543,Individual,Standard,Online,2024-06-29,Urban,46-55,
C00544,Individual,New,Walk-in,2022-01-04,Other,46-55,
C00545,Individual,Budget,Referral,2024-05-15,Urban,36-45,
C00546,Individual,New,Referral,2022-12-08,Urban,65+,
C00547,Individual,Premium,Online,2023-06-10,Suburban,26-35,
C00548,Individual,Standard,Online,2024-09-15,Urban,36-45,
C00549,Corporate,Standard,Online,2024-02-20,Urban,,Large (51-200)
C00550,Individual,Standard,Referral,2023-06-01,Suburban,18-25,
C00551,Corporate,Standard,Online,2022-08-23,Urban,,Enterprise (200+)
C00552,Individual,Standard,Online,2023-12-09,Urban,36-45,
C00553,Individual,Standard,Referral,2023-03-24,Suburban,56-65,
C00554,Individual,Standard,Walk-in,2025-07-02,Suburban,56-65,
C00555,Individual,Standard,Walk-in,2024-01-19,Suburban,36-45,
C00556,Individual,Budget,Referral,2025-04-27,Urban,65+,
C00557,Individual,Premium,Online,2023-07-01,Urban,65+,
C00558,Corporate,New,Sales Team,2025-03-04,Other,,Enterprise (200+)
C00559,Individual,Standard,Online,2022-03-21,Suburban,18-25,
C00560,Individual,Budget,Online,2023-02-22,Urban,56-65,
C00561,Individual,Budget,Online,2022-04-20,Suburban,18-25,
C00562,Individual,Budget,Online,2022-02-14,Urban,26-35,
C00563,Individual,Budget,Walk-in,2025-07-10,Suburban,56-65,
C00564,Individual,New,Sales Team,2024-09-30,Suburban,26-35,
C00565,Corporate,Budget,Sales Team,2024-05-25,Other,,Enterprise (200+)
C00566,SME,Standard,Online,2024-01-16,Other,,Enterprise (200+)
C00567,SME,Premium,Online,2024-03-08,Urban,,Medium (11-50)
C00568,Individual,Budget,Referral,2024-06-13,Suburban,65+,
C00569,Individual,Premium,Online,2025-03-03,Urban,36-45,
C00570,Corporate,Standard,Online,2024-04-15,Suburban,,Enterprise (200+)
C00571,Individual,Premium,Walk-in,2024-11-14,Suburban,46-55,
C00572,Individual,Standard,Referral,2023-01-29,Urban,65+,
C00573,Individual,Standard,Sales Team,2025-09-29,Urban,18-25,
C00574,SME,Budget,Referral,2022-02-14,Urban,,Small (1-10)
C00575,Individual,Budget,Referral,2023-06-26,Urban,18-25,
C00576,SME,Budget,Sales Team,2025-05-19,Urban,,Enterprise (200+)
C00577,SME,Standard,Walk-in,2022-09-10,Other,,Enterprise (200+)
C00578,Individual,Standard,Online,2022-07-17,Urban,56-65,
C00579,Corporate,Standard,Online,2023-05-27,Suburban,,Small (1-10)
C00580,Individual,Standard,Online,2023-08-23,Suburban,56-65,
C00581,Individual,Budget,Referral,2025-07-30,Suburban,18-25,
C00582,Individual,Standard,Online,2025-03-16,Urban,26-35,
C00583,Corporate,New,Online,2023-10-12,Suburban,,Small (1-10)
C00584,Individual,Premium,Walk-in,2025-09-24,Suburban,56-65,
C00585,Individual,Budget,Online,2024-06-18,Suburban,56-65,
C00586,Individual,Standard,Walk-in,2025-05-08,Other,18-25,
C00587,Individual,Standard,Walk-in,2022-12-11,Suburban,18-25,
C00588,Individual,Budget,Referral,2023-11-16,Urban,36-45,
C00589,Individual,Premium,Referral,2022-02-11,Suburban,46-55,
C00590,Individual,Budget,Online,2022-01-13,Urban,56-65,
C00591,Corporate,Standard,Walk-in,2024-09-14,Suburban,,Enterprise (200+)
C00592,Individual,Premium,Walk-in,2022-06-15,Urban,65+,
C00593,SME,Premium,Walk-in,2024-02-06,Urban,,Enterprise (200+)
C00594,Individual,Budget,Online,2024-09-01,Urban,46-55,
C00595,Individual,Standard,Online,2022-02-15,Urban,56-65,
C00596,Individual,New,Online,2023-09-21,Other,65+,
C00597,Individual,Budget,Online,2024-08-15,Urban,18-25,
C00598,Corporate,Budget,Walk-in,2025-05-30,Suburban,,Small (1-10)
C00599,Individual,Standard,Referral,2023-02-23,Urban,26-35,
C00600,Individual,Budget,Online,2025-09-25,Other,18-25,
C00601,Individual,New,Online,2025-03-28,Urban,26-35,
C00602,SME,Premium,Online,2024-06-29,Urban,,Small (1-10)
C00603,Individual,Standard,Walk-in,2023-07-03,Urban,46-55,
C00604,Individual,Standard,Online,2024-09-22,Suburban,65+,
C00605,SME,Standard,Sales Team,2025-02-16,Other,,Large (51-200)
C00606,SME,Budget,Walk-in,2023-03-01,Other,,Medium (11-50)
C00607,Corporate,Standard,Sales Team,2025-10-21,Urban,,Large (51-200)
C00608,Individual,Standard,Walk-in,2025-06-26,Urban,36-45,
C00609,Individual,Standard,Walk-in,2023-11-11,Urban,56-65,
C00610,Individual,Premium,Walk-in,2024-10-08,Urban,26-35,
C00611,Corporate,Standard,Online,2024-01-04,Suburban,,Small (1-10)
C00612,Individual,New,Online,2024-12-01,Urban,18-25,
C00613,SME,Budget,Online,2025-03-03,Suburban,,Enterprise (200+)
C00614,Individual,Standard,Referral,2022-02-02,Suburban,46-55,
C00615,Individual,Budget,Referral,2022-04-21,Urban,36-45,
C00616,SME,Premium,Sales Team,2023-04-17,Urban,,Large (51-200)
C00617,Individual,Standard,Referral,2025-07-08,Urban,36-45,
C00618,Corporate,Standard,Online,2023-07-12,Urban,,Small (1-10)
C00619,Individual,New,Walk-in,2025-05-27,Urban,26-35,
C00620,Individual,Budget,Referral,2023-10-10,Suburban,18-25,
C00621,Individual,Budget,Sales Team,2023-02-09,Urban,46-55,
C00622,Individual,Premium,Referral,2025-06-14,Suburban,26-35,
C00623,Individual,Standard,Sales Team,2024-02-24,Suburban,65+,
C00624,Individual,Budget,Walk-in,2023-05-20,Other,26-35,
C00625,Individual,Standard,Online,2022-03-04,Suburban,65+,
C00626,Individual,New,Referral,2022-06-05,Urban,26-35,
C00627,Individual,Budget,Online,2022-07-15,Urban,56-65,
C00628,Individual,Standard,Online,2023-05-26,Urban,56-65,
C00629,Individual,Budget,Online,2024-04-30,Other,18-25,
C00630,Individual,New,Sales Team,2023-03-07,Other,18-25,
C00631,Individual,Standard,Online,2022-04-02,Urban,36-45,
C00632,SME,Budget,Walk-in,2023-01-06,Urban,,Small (1-10)
C00633,SME,New,Referral,2023-07-27,Urban,,Medium (11-50)
C00634,Individual,Standard,Sales Team,2025-10-21,Urban,46-55,
C00635,Individual,New,Online,2023-07-05,Other,36-45,
C00636,Individual,Premium,Online,2022-05-05,Urban,36-45,
C00637,Individual,Budget,Online,2024-03-24,Urban,18-25,
C00638,Individual,Budget,Referral,2025-07-11,Urban,46-55,
C00639,Individual,Budget,Walk-in,2025-01-06,Urban,26-35,
C00640,Individual,Standard,Online,2025-03-16,Urban,36-45,
C00641,Corporate,Budget,Online,2025-07-23,Suburban,,Large (51-200)
C00642,Individual,Standard,Online,2024-06-10,Urban,26-35,
C00643,Individual,Standard,Walk-in,2025-10-24,Suburban,26-35,
C00644,SME,Standard,Referral,2022-02-16,Urban,,Medium (11-50)
C00645,Corporate,Standard,Referral,2025-03-14,Urban,,Enterprise (200+)
C00646,Individual,Standard,Referral,2025-04-14,Urban,46-55,
C00647,Individual,Standard,Online,2025-07-07,Urban,36-45,
C00648,Individual,New,Referral,2023-11-01,Urban,26-35,
C00649,Individual,Standard,Sales Team,2025-01-07,Urban,26-35,
C00650,Corporate,Standard,Online,2022-10-01,Suburban,,Medium (11-50)
C00651,Individual,Standard,Walk-in,2024-04-24,Suburban,26-35,
C00652,Individual,Standard,Online,2023-05-18,Other,26-35,
C00653,Individual,Budget,Online,2024-04-14,Urban,56-65,
C00654,Individual,Standard,Online,2024-08-03,Suburban,18-25,
C00655,SME,Premium,Online,2023-05-01,Suburban,,Large (51-200)
C00656,Individual,New,Online,2022-10-30,Urban,18-25,
C00657,Individual,Budget,Online,2023-03-27,Urban,56-65,
C00658,Corporate,Budget,Online,2024-07-18,Urban,,Small (1-10)
C00659,SME,New,Sales Team,2024-08-05,Suburban,,Small (1-10)
C00660,Individual,New,Online,2024-11-03,Urban,46-55,
C00661,Individual,Standard,Online,2022-06-27,Urban,36-45,
C00662,Individual,Budget,Referral,2025-02-19,Other,36-45,
C00663,Individual,Budget,Online,2024-08-21,Urban,56-65,
C00664,Individual,Standard,Walk-in,2022-02-12,Other,65+,
C00665,Individual,Standard,Referral,2023-04-15,Suburban,56-65,
C00666,Corporate,Premium,Online,2023-10-16,Suburban,,Large (51-200)
C00667,Corporate,Budget,Online,2023-05-20,Suburban,,Enterprise (200+)
C00668,SME,Budget,Referral,2022-06-14,Urban,,Enterprise (200+)
C00669,Corporate,Budget,Sales Team,2022-10-18,Suburban,,Enterprise (200+)
C00670,SME,Standard,Online,2022-02-04,Suburban,,Small (1-10)
C00671,SME,Standard,Walk-in,2022-05-11,Suburban,,Large (51-200)
C00672,SME,Standard,Online,2023-01-08,Urban,,Large (51-200)
C00673,Individual,Standard,Sales Team,2025-02-21,Urban,18-25,
C00674,Individual,New,Online,2024-01-08,Urban,56-65,
C00675,Individual,New,Online,2023-08-18,Urban,65+,
C00676,Individual,New,Walk-in,2024-07-16,Suburban,18-25,
C00677,Individual,New,Online,2024-01-29,Suburban,36-45,
C00678,Individual,New,Online,2022-07-04,Suburban,65+,
C00679,Individual,Standard,Sales Team,2022-11-08,Suburban,18-25,
C00680,Individual,Premium,Online,2022-11-08,Urban,56-65,
C00681,Individual,Premium,Walk-in,2024-04-19,Urban,56-65,
C00682,SME,Standard,Walk-in,2023-10-09,Urban,,Small (1-10)
C00683,SME,Standard,Walk-in,2023-06-27,Urban,,Small (1-10)
C00684,Individual,Standard,Sales Team,2024-02-19,Urban,26-35,
C00685,Individual,New,Online,2025-09-20,Urban,36-45,
C00686,Individual,Standard,Online,2023-03-16,Urban,65+,
C00687,SME,New,Referral,2023-12-30,Suburban,,Small (1-10)
C00688,SME,Budget,Walk-in,2023-11-04,Urban,,Medium (11-50)
C00689,Individual,Budget,Walk-in,2024-09-30,Urban,46-55,
C00690,SME,Budget,Online,2024-10-19,Urban,,Enterprise (200+)
C00691,Individual,Standard,Referral,2024-10-17,Suburban,36-45,
C00692,Individual,Budget,Online,2022-10-10,Suburban,46-55,
C00693,Corporate,Standard,Online,2023-09-21,Urban,,Medium (11-50)
C00694,Individual,New,Walk-in,2025-02-09,Urban,65+,
C00695,Individual,Standard,Referral,2023-06-19,Other,56-65,
C00696,Individual,Standard,Walk-in,2025-10-09,Suburban,18-25,
C00697,Individual,Budget,Walk-in,2023-05-26,Suburban,56-65,
C00698,Corporate,Budget,Sales Team,2023-11-28,Urban,,Enterprise (200+)
C00699,Corporate,Standard,Referral,2023-10-27,Suburban,,Small (1-10)
C00700,Individual,Budget,Sales Team,2023-08-31,Suburban,36-45,
C00701,Individual,Standard,Walk-in,2025-03-29,Urban,18-25,
C00702,SME,Budget,Walk-in,2022-08-06,Suburban,,Small (1-10)
C00703,Individual,Standard,Referral,2024-03-05,Urban,65+,
C00704,SME,Standard,Online,2024-05-16,Suburban,,Enterprise (200+)
C00705,Individual,Standard,Walk-in,2025-04-06,Urban,46-55,
C00706,Individual,Standard,Online,2024-05-02,Urban,26-35,
C00707,SME,Standard,Online,2025-09-06,Other,,Enterprise (200+)
C00708,Individual,Standard,Online,2025-05-06,Suburban,65+,
C00709,Individual,Standard,Online,2023-05-04,Urban,18-25,
C00710,Individual,Standard,Referral,2025-04-18,Other,36-45,
C00711,Individual,Standard,Online,2025-09-03,Urban,56-65,
C00712,Individual,Premium,Online,2022-12-27,Urban,36-45,
C00713,Individual,Budget,Sales Team,2024-05-04,Suburban,36-45,
C00714,Corporate,New,Sales Team,2023-01-30,Urban,,Small (1-10)
C00715,Corporate,Standard,Online,2024-06-28,Urban,,Small (1-10)
C00716,Individual,New,Referral,2022-05-12,Suburban,18-25,
C00717,Individual,Premium,Online,2024-10-24,Urban,18-25,
C00718,SME,Premium,Online,2023-08-11,Urban,,Small (1-10)
C00719,Corporate,Budget,Sales Team,2024-04-02,Urban,,Small (1-10)
C00720,Individual,Budget,Online,2022-02-06,Suburban,36-45,
C00721,Individual,Budget,Referral,2024-08-31,Urban,18-25,
C00722,Individual,Premium,Referral,2023-11-26,Urban,56-65,
C00723,Individual,Budget,Online,2024-05-25,Suburban,56-65,
C00724,Individual,Standard,Walk-in,2023-03-18,Urban,65+,
C00725,Individual,Standard,Walk-in,2022-07-24,Urban,46-55,
C00726,SME,Standard,Online,2023-09-02,Suburban,,Small (1-10)
C00727,SME,New,Online,2025-08-14,Suburban,,Large (51-200)
C00728,SME,Premium,Sales Team,2022-11-15,Urban,,Small (1-10)
C00729,Individual,Budget,Online,2024-08-04,Suburban,46-55,
C00730,Individual,Budget,Walk-in,2022-03-11,Suburban,65+,
C00731,SME,Budget,Sales Team,2024-10-02,Urban,,Medium (11-50)
C00732,SME,Budget,Online,2022-11-30,Suburban,,Medium (11-50)
C00733,Individual,New,Sales Team,2023-09-25,Suburban,18-25,
C00734,SME,Standard,Online,2023-05-30,Suburban,,Small (1-10)
C00735,Individual,Premium,Walk-in,2022-06-07,Suburban,18-25,
C00736,SME,Standard,Referral,2023-04-29,Suburban,,Medium (11-50)
C00737,Individual,Standard,Online,2023-05-06,Other,56-65,
C00738,Individual,Premium,Online,2024-01-01,Suburban,26-35,
C00739,Individual,Standard,Referral,2025-09-23,Suburban,56-65,
C00740,Individual,Standard,Referral,2023-10-21,Suburban,18-25,
C00741,Individual,Premium,Online,2025-07-04,Suburban,56-65,
C00742,Individual,Premium,Online,2023-10-09,Other,18-25,
C00743,Individual,New,Online,2022-05-31,Urban,26-35,
C00744,SME,Standard,Online,2022-11-19,Urban,,Small (1-10)
C00745,Individual,New,Sales Team,2023-07-25,Suburban,18-25,
C00746,Individual,New,Sales Team,2023-04-01,Urban,65+,
C00747,SME,Premium,Referral,2025-04-27,Suburban,,Small (1-10)
C00748,Individual,Budget,Online,2024-08-08,Suburban,65+,
C00749,Individual,Budget,Walk-in,2024-03-20,Other,36-45,
C00750,SME,Budget,Walk-in,2023-11-19,Urban,,Small (1-10)
C00751,SME,Premium,Online,2023-07-11,Suburban,,Enterprise (200+)
C00752,Individual,Standard,Walk-in,2024-05-07,Urban,36-45,
C00753,SME,Premium,Referral,2022-06-24,Urban,,Enterprise (200+)
C00754,Individual,Budget,Online,2022-08-16,Urban,56-65,
C00755,Individual,New,Walk-in,2023-03-01,Urban,26-35,
C00756,SME,Budget,Walk-in,2022-08-28,Urban,,Medium (11-50)
C00757,Individual,Budget,Walk-in,2024-08-05,Suburban,36-45,
C00758,SME,New,Referral,2022-02-04,Suburban,,Medium (11-50)
C00759,Individual,Budget,Referral,2022-08-13,Urban,36-45,
C00760,SME,Premium,Referral,2025-06-17,Urban,,Enterprise (200+)
C00761,Individual,New,Referral,2025-10-28,Urban,18-25,
C00762,Individual,Standard,Referral,2023-11-14,Other,18-25,
C00763,Individual,Premium,Online,2023-11-25,Other,46-55,
C00764,Individual,Standard,Online,2024-12-18,Urban,36-45,
C00765,SME,New,Walk-in,2022-02-20,Urban,,Medium (11-50)
C00766,Individual,Standard,Online,2023-08-21,Urban,46-55,
C00767,Individual,Standard,Referral,2022-05-20,Suburban,46-55,
C00768,Individual,Standard,Walk-in,2023-07-16,Urban,56-65,
C00769,Individual,Premium,Referral,2025-10-09,Urban,26-35,
C00770,SME,Premium,Sales Team,2024-11-21,Urban,,Small (1-10)
C00771,Individual,Budget,Referral,2025-10-11,Urban,36-45,
C00772,Corporate,New,Online,2024-11-10,Urban,,Enterprise (200+)
C00773,Individual,Premium,Sales Team,2024-05-01,Urban,36-45,
C00774,Individual,Standard,Online,2024-11-21,Suburban,36-45,
C00775,Individual,Standard,Walk-in,2024-07-11,Urban,46-55,
C00776,Individual,Premium,Walk-in,2023-10-12,Urban,18-25,
C00777,SME,Standard,Referral,2023-02-14,Suburban,,Enterprise (200+)
C00778,Corporate,Budget,Walk-in,2023-12-30,Urban,,Large (51-200)
C00779,SME,Budget,Sales Team,2022-12-28,Suburban,,Large (51-200)
C00780,Individual,Standard,Sales Team,2023-11-13,Other,26-35,
C00781,Individual,Standard,Online,2022-07-24,Urban,36-45,
C00782,Individual,Premium,Online,2024-03-02,Suburban,26-35,
C00783,Individual,Standard,Walk-in,2022-12-10,Suburban,26-35,
C00784,SME,New,Online,2023-02-16,Suburban,,Large (51-200)
C00785,Individual,Budget,Online,2023-11-30,Urban,36-45,
C00786,Individual,New,Referral,2022-08-16,Urban,46-55,
C00787,SME,New,Referral,2025-09-09,Urban,,Large (51-200)
C00788,SME,Budget,Online,2023-09-18,Other,,Medium (11-50)
C00789,Individual,New,Referral,2023-05-09,Suburban,18-25,
C00790,Individual,Standard,Referral,2022-02-10,Urban,56-65,
C00791,Individual,Premium,Referral,2025-03-26,Urban,65+,
C00792,Individual,Premium,Sales Team,2024-05-26,Urban,65+,
C00793,Individual,Premium,Referral,2023-08-06,Urban,26-35,
C00794,Individual,Premium,Referral,2022-12-10,Suburban,26-35,
C00795,SME,Standard,Online,2024-11-09,Urban,,Small (1-10)
C00796,SME,Budget,Online,2025-08-16,Suburban,,Enterprise (200+)
C00797,Individual,Budget,Sales Team,2023-06-18,Suburban,56-65,
C00798,Individual,Standard,Sales Team,2022-07-08,Suburban,36-45,
C00799,Individual,Premium,Online,2022-06-02,Suburban,18-25,
C00800,Individual,Budget,Online,2022-01-09,Urban,56-65,
C00801,Individual,Standard,Online,2024-11-07,Suburban,65+,
C00802,Individual,Premium,Referral,2025-10-05,Suburban,65+,
C00803,Individual,Standard,Online,2025-10-21,Urban,18-25,
C00804,Individual,Standard,Referral,2025-01-02,Urban,56-65,
C00805,Individual,Standard,Referral,2022-08-16,Urban,18-25,
C00806,Individual,Budget,Online,2025-09-30,Urban,65+,
C00807,SME,Budget,Referral,2023-04-04,Urban,,Small (1-10)
C00808,Individual,Budget,Referral,2023-04-13,Urban,18-25,
C00809,Individual,Premium,Online,2024-08-20,Suburban,36-45,
C00810,SME,Budget,Online,2022-03-10,Urban,,Enterprise (200+)
C00811,Individual,Budget,Referral,2025-03-02,Urban,65+,
C00812,Individual,Standard,Referral,2025-10-28,Urban,18-25,
C00813,Corporate,Budget,Referral,2024-12-21,Urban,,Enterprise (200+)
C00814,Individual,Standard,Online,2024-12-30,Other,26-35,
C00815,Individual,Standard,Walk-in,2023-07-01,Urban,65+,
C00816,Individual,Premium,Sales Team,2022-04-03,Urban,46-55,
C00817,Individual,Standard,Online,2025-01-14,Urban,56-65,
C00818,Individual,Premium,Online,2024-04-16,Urban,56-65,
C00819,Individual,Standard,Walk-in,2025-06-27,Suburban,56-65,
C00820,Individual,Premium,Walk-in,2022-06-12,Suburban,26-35,
C00821,Individual,New,Referral,2023-03-04,Urban,36-45,
C00822,Individual,Standard,Referral,2023-05-20,Suburban,26-35,
C00823,Individual,Standard,Online,2024-08-14,Urban,18-25,
C00824,Individual,Standard,Online,2025-01-07,Suburban,46-55,
C00825,SME,New,Referral,2025-09-07,Suburban,,Small (1-10)
C00826,Individual,Standard,Online,2023-02-18,Urban,65+,
C00827,Individual,New,Online,2023-11-23,Suburban,46-55,
C00828,Individual,Standard,Online,2022-02-10,Suburban,56-65,
C00829,Individual,Premium,Online,2022-12-21,Urban,65+,
C00830,Individual,Standard,Walk-in,2023-06-08,Other,26-35,
C00831,Individual,Standard,Online,2024-04-11,Suburban,36-45,
C00832,Individual,Budget,Online,2023-10-22,Urban,65+,
